CustomerID,JoinDate,ChurnDate,CustomerStatus,Age,AgeGroup,Gender,Geography,TenureMonths,IncomeLevel,ContractType,SubscriptionPlan,MonthlyCharges,PaymentMethod,AutoPay,SupportCalls,LatePayments,SatisfactionScore,TotalRevenue,LastActivityDate,RiskScore,RiskCategory,ChurnReason
CUST-00798,9/18/2024,,Active,63,55-64,Female,West,16,Middle,One Year,Basic,37.11,Bank Transfer,Yes,5,1,2,594.88,10/30/2025,60,Medium Risk,
CUST-00799,7/14/2024,,Active,56,55-64,Female,South,18,Middle,Month-to-Month,Basic,51.75,Credit Card,No,4,3,3,933.06,10/26/2025,79,High Risk,
CUST-00800,7/28/2023,,Active,23,18-24,Female,West,30,High,One Year,Standard,82.34,Credit Card,Yes,1,1,4,2473.92,12/4/2025,21,Low Risk,
CUST-00801,8/17/2023,,Active,23,18-24,Male,Northeast,29,Middle,One Year,Basic,55.84,Credit Card,Yes,1,2,4,1621.88,12/17/2025,34,Low Risk,
CUST-00802,4/18/2023,,Active,50,45-54,Female,Northeast,33,Middle,Month-to-Month,Standard,71.43,Bank Transfer,Yes,1,1,4,2360.4,12/28/2025,36,Low Risk,
CUST-00803,11/9/2024,,Active,76,65+,Male,South,14,High,Two Year,Basic,45.41,Electronic Check,No,4,3,3,637.1,11/1/2025,63,Medium Risk,
CUST-00804,6/9/2023,11/30/2023,Churned,74,65+,Male,West,6,Middle,Month-to-Month,Basic,51.55,Mailed Check,No,6,3,2,309.3,11/30/2023,98,Churned,Competitor Offer
CUST-00805,10/28/2023,,Active,69,65+,Female,Midwest,27,Middle,Month-to-Month,Standard,67.42,Electronic Check,Yes,1,1,5,1823.37,10/28/2025,50,Medium Risk,
CUST-00806,3/7/2025,,Active,78,65+,Female,Northeast,10,Middle,Month-to-Month,Basic,45.94,Mailed Check,No,4,1,3,460.09,9/12/2025,76,High Risk,
CUST-00807,11/13/2022,,Active,51,45-54,Female,South,38,Low,Month-to-Month,Standard,88.51,Mailed Check,No,1,2,4,3368.7,10/26/2025,53,Medium Risk,
CUST-00808,8/21/2023,2/29/2024,Churned,76,65+,Male,South,7,Middle,Month-to-Month,Standard,90.2,Bank Transfer,Yes,2,1,5,632.75,2/29/2024,50,Churned,Competitor Offer
CUST-00809,8/21/2023,,Active,78,65+,Female,Midwest,29,Low,Month-to-Month,Standard,76.38,Credit Card,Yes,0,2,5,2218.47,12/10/2025,36,Low Risk,
CUST-00810,9/16/2022,,Active,64,55-64,Female,South,40,Low,One Year,Basic,57.48,Credit Card,No,2,2,4,2302.64,10/30/2025,44,Medium Risk,
CUST-00811,1/15/2023,,Active,76,65+,Female,Midwest,36,Middle,Month-to-Month,Standard,80.6,Electronic Check,No,2,2,4,2905.23,11/8/2025,65,Medium Risk,
CUST-00812,6/18/2024,,Active,62,55-64,Male,South,19,High,Month-to-Month,Premium,134.66,Credit Card,No,2,1,4,2562.58,10/24/2025,61,Medium Risk,
CUST-00813,8/8/2024,,Active,71,65+,Female,West,17,Middle,One Year,Basic,48.79,Electronic Check,No,1,3,3,830.89,12/10/2025,62,Medium Risk,
CUST-00814,3/5/2025,,Active,80,65+,Female,South,10,Middle,Month-to-Month,Premium,121.11,Electronic Check,No,0,1,4,1212.92,9/26/2025,71,High Risk,
CUST-00815,12/8/2024,,Active,47,45-54,Male,Northeast,13,Low,Month-to-Month,Standard,69.64,Bank Transfer,Yes,0,2,5,907.4,12/4/2025,36,Low Risk,
CUST-00816,4/17/2025,,Active,46,45-54,Female,Northeast,9,Middle,Two Year,Basic,38.16,Bank Transfer,No,3,1,3,344.01,11/1/2025,54,Medium Risk,
CUST-00817,6/30/2024,1/31/2025,Churned,53,45-54,Male,South,8,Middle,Month-to-Month,Standard,78.22,Electronic Check,No,2,3,4,626.93,1/31/2025,76,Churned,Billing Issues
CUST-00818,10/19/2024,,Active,67,65+,Female,West,15,Middle,Month-to-Month,Premium,105.95,Mailed Check,Yes,1,2,4,1592.43,11/20/2025,51,Medium Risk,
CUST-00819,7/19/2024,12/31/2024,Churned,60,55-64,Male,Northeast,6,Low,One Year,Standard,87.52,Credit Card,No,4,3,2,526.43,12/31/2024,76,Churned,Billing Issues
CUST-00820,7/9/2024,,Active,76,65+,Female,South,18,Low,Month-to-Month,Standard,64.37,Electronic Check,No,0,2,4,1160.6,10/26/2025,55,Medium Risk,
CUST-00821,11/1/2024,9/30/2025,Churned,37,35-44,Male,South,11,Middle,Month-to-Month,Basic,57.53,Electronic Check,No,3,4,3,633.69,9/30/2025,98,Churned,Billing Issues
CUST-00822,4/27/2025,10/31/2025,Churned,46,45-54,Male,West,7,Middle,Month-to-Month,Premium,129.08,Credit Card,Yes,3,2,3,903.56,10/31/2025,68,Churned,Price Too High
CUST-00823,12/24/2022,,Active,63,55-64,Male,South,37,Middle,One Year,Premium,98.47,Credit Card,Yes,0,1,5,3649.31,12/13/2025,29,Low Risk,
CUST-00824,5/23/2022,6/30/2023,Churned,59,55-64,Male,Northeast,14,Middle,Month-to-Month,Premium,118.76,Mailed Check,No,3,1,4,1664.42,6/30/2023,63,Churned,Price Too High
CUST-00825,12/26/2024,6/30/2025,Churned,27,25-34,Male,South,7,Middle,Month-to-Month,Premium,111.89,Electronic Check,No,6,2,2,784.91,6/30/2025,98,Churned,Poor Support Experience
CUST-00826,2/10/2024,,Active,37,35-44,Male,South,23,Low,Month-to-Month,Premium,97.36,Credit Card,Yes,0,1,4,2242.2,11/21/2025,46,Medium Risk,
CUST-00827,7/16/2025,,Active,45,45-54,Male,South,6,Middle,One Year,Premium,95.34,Electronic Check,No,1,3,4,573.47,12/5/2025,62,Medium Risk,
CUST-00828,3/25/2022,,Active,52,45-54,Non-binary,South,46,Middle,Month-to-Month,Standard,77.98,Electronic Check,No,0,5,5,3591.76,10/22/2025,65,Medium Risk,
CUST-00829,11/5/2023,,Active,59,55-64,Female,South,26,High,One Year,Standard,63.27,Credit Card,No,3,3,3,1647.87,12/12/2025,50,Medium Risk,
CUST-00830,1/16/2023,,Active,70,65+,Female,Midwest,36,Low,One Year,Basic,45.01,Credit Card,No,7,3,2,1622.4,9/20/2025,77,High Risk,
CUST-00831,3/12/2022,,Active,67,65+,Male,Northeast,46,Middle,Two Year,Premium,87.59,Credit Card,Yes,2,0,4,4034.38,12/8/2025,17,Low Risk,
CUST-00832,6/3/2022,,Active,47,45-54,Male,West,43,Low,Month-to-Month,Premium,119.41,Electronic Check,Yes,2,0,5,5141.79,11/28/2025,54,Medium Risk,
CUST-00833,7/30/2023,,Active,74,65+,Male,Northeast,30,Middle,One Year,Standard,83.03,Credit Card,No,3,3,3,2494.65,10/22/2025,51,Medium Risk,
CUST-00834,2/13/2022,,Active,40,35-44,Non-binary,Northeast,47,High,One Year,Basic,55.9,Credit Card,Yes,3,1,4,2630.66,12/12/2025,36,Low Risk,
CUST-00835,4/27/2022,9/30/2024,Churned,47,45-54,Female,Midwest,30,Middle,One Year,Standard,77.91,Bank Transfer,Yes,4,2,2,2339.64,9/30/2024,51,Churned,Service Issues
CUST-00836,12/14/2024,,Active,48,45-54,Male,Northeast,13,Low,Two Year,Basic,45.22,Bank Transfer,Yes,4,2,4,589.22,12/14/2025,33,Low Risk,
CUST-00837,9/3/2022,,Active,26,25-34,Male,Midwest,40,Middle,Two Year,Basic,52.15,Credit Card,Yes,4,1,2,2089.12,11/18/2025,46,Medium Risk,
CUST-00838,8/2/2025,,Active,63,55-64,Female,Northeast,5,Low,Two Year,Standard,65.79,Bank Transfer,Yes,1,2,5,329.94,12/21/2025,25,Low Risk,
CUST-00839,11/27/2024,,Active,42,35-44,Male,Northeast,14,Middle,Two Year,Premium,84.97,Electronic Check,No,6,1,2,1192.12,12/4/2025,63,Medium Risk,
CUST-00840,9/25/2024,,Active,78,65+,Female,Northeast,16,Middle,Month-to-Month,Basic,44.99,Credit Card,Yes,6,2,2,721.18,9/14/2025,83,High Risk,
CUST-00841,8/9/2025,,Active,47,45-54,Male,Midwest,5,High,Two Year,Premium,85.85,Electronic Check,No,1,2,5,430.54,12/1/2025,46,Medium Risk,
CUST-00842,3/25/2024,7/31/2024,Churned,28,25-34,Male,South,5,High,Month-to-Month,Standard,87.87,Bank Transfer,Yes,3,0,5,439.35,7/31/2024,51,Churned,Competitor Offer
CUST-00843,4/29/2025,,Active,47,45-54,Female,South,9,High,Month-to-Month,Basic,45.93,Credit Card,Yes,3,1,3,414.06,11/11/2025,67,Medium Risk,
CUST-00844,6/14/2022,,Active,43,35-44,Non-binary,Northeast,43,Middle,One Year,Standard,80.43,Mailed Check,No,3,2,4,3463.33,12/31/2025,38,Low Risk,
CUST-00845,12/4/2023,,Active,72,65+,Female,South,25,High,Month-to-Month,Premium,98.52,Mailed Check,No,3,1,4,2467.44,10/24/2025,65,Medium Risk,
CUST-00846,8/9/2023,,Active,18,18-24,Non-binary,South,29,Middle,One Year,Standard,62.82,Credit Card,Yes,4,1,3,1824.6,12/4/2025,36,Low Risk,
CUST-00847,9/3/2022,,Active,39,35-44,Female,Northeast,40,High,One Year,Standard,71.04,Credit Card,Yes,3,2,3,2845.88,12/31/2025,38,Low Risk,
CUST-00848,8/9/2022,11/30/2023,Churned,67,65+,Female,Midwest,16,Low,Month-to-Month,Basic,46.23,Electronic Check,No,4,3,2,740.37,11/30/2023,97,Churned,Billing Issues
CUST-00849,12/29/2024,,Active,51,45-54,Male,West,13,High,One Year,Basic,54.14,Bank Transfer,No,1,2,5,705.44,10/31/2025,43,Medium Risk,
CUST-00850,10/6/2022,,Active,46,45-54,Male,South,39,Middle,Month-to-Month,Basic,57.93,Bank Transfer,Yes,6,1,3,2262.75,11/12/2025,63,Medium Risk,
CUST-00851,9/29/2025,,Active,56,55-64,Female,South,4,High,Month-to-Month,Premium,127.87,Bank Transfer,No,1,3,4,513.4,9/29/2025,73,High Risk,
CUST-00852,5/5/2022,,Active,76,65+,Male,Midwest,44,Middle,Month-to-Month,Standard,88.34,Credit Card,No,0,1,5,3892.28,11/4/2025,49,Medium Risk,
CUST-00853,5/17/2023,,Active,36,35-44,Male,South,32,Middle,Two Year,Standard,77.57,Electronic Check,No,1,3,5,2485.72,12/8/2025,39,Low Risk,
CUST-00854,12/16/2023,1/31/2025,Churned,57,55-64,Female,South,14,Middle,Month-to-Month,Basic,49.66,Bank Transfer,Yes,5,1,3,696.72,1/31/2025,65,Churned,Poor Support Experience
CUST-00855,12/20/2024,,Active,66,65+,Male,Northeast,13,Middle,Two Year,Basic,51.15,Credit Card,No,3,2,4,666.49,11/24/2025,42,Medium Risk,
CUST-00856,11/19/2023,,Active,59,55-64,Female,West,26,Middle,Two Year,Standard,82.66,Mailed Check,No,0,2,5,2152.88,12/20/2025,22,Low Risk,
CUST-00857,11/30/2023,,Active,51,45-54,Male,South,26,Middle,One Year,Standard,78.56,Bank Transfer,Yes,0,2,4,2046.1,12/18/2025,25,Low Risk,
CUST-00858,8/10/2024,,Active,31,25-34,Male,South,17,Middle,One Year,Premium,121.19,Electronic Check,No,3,1,4,2063.87,11/16/2025,60,Medium Risk,
CUST-00859,2/21/2022,,Active,35,35-44,Female,Midwest,47,Middle,Two Year,Basic,37,Electronic Check,Yes,1,3,4,1741.24,12/22/2025,36,Low Risk,
CUST-00860,5/13/2022,,Active,71,65+,Male,Midwest,44,Low,Two Year,Premium,93.13,Mailed Check,No,3,2,3,4103.32,12/15/2025,37,Low Risk,
CUST-00861,4/11/2023,,Active,67,65+,Female,West,33,High,Month-to-Month,Premium,104.86,Electronic Check,No,3,2,3,3465.09,9/25/2025,81,High Risk,
CUST-00862,1/9/2025,,Active,43,35-44,Male,Midwest,12,Middle,One Year,Standard,76.5,Credit Card,Yes,3,0,4,919.15,12/9/2025,32,Low Risk,
CUST-00863,6/20/2024,,Active,50,45-54,Female,West,19,Low,One Year,Standard,77,Mailed Check,Yes,2,2,3,1465.3,12/14/2025,33,Low Risk,
CUST-00864,4/17/2023,6/30/2023,Churned,64,55-64,Male,West,3,Middle,Month-to-Month,Premium,126.12,Electronic Check,Yes,1,4,4,378.36,6/30/2023,72,Churned,Price Too High
CUST-00865,6/21/2022,10/31/2024,Churned,43,35-44,Male,Northeast,29,Low,Month-to-Month,Standard,76.19,Credit Card,Yes,2,0,4,2211.79,10/31/2024,42,Churned,Competitor Offer
CUST-00866,1/18/2023,,Active,39,35-44,Female,South,36,Middle,Two Year,Basic,49.96,Bank Transfer,Yes,2,0,4,1800.81,12/12/2025,23,Low Risk,
CUST-00867,5/20/2023,,Active,48,45-54,Male,Northeast,32,Middle,Month-to-Month,Basic,52.82,Bank Transfer,Yes,2,1,5,1692.61,12/2/2025,46,Medium Risk,
CUST-00868,9/27/2023,,Active,25,25-34,Female,Northeast,28,Low,Month-to-Month,Basic,39.54,Credit Card,Yes,2,1,3,1108.89,11/15/2025,58,Medium Risk,
CUST-00869,4/10/2024,,Active,65,65+,Male,Northeast,21,Low,One Year,Basic,51.74,Credit Card,Yes,1,1,5,1088.1,12/14/2025,27,Low Risk,
CUST-00870,2/26/2022,,Active,68,65+,Male,Midwest,47,High,Month-to-Month,Standard,88.59,Credit Card,Yes,3,0,4,4169.05,11/5/2025,44,Medium Risk,
CUST-00871,10/18/2024,,Active,32,25-34,Female,West,15,Low,One Year,Basic,51.03,Mailed Check,No,3,1,3,766.99,10/24/2025,54,Medium Risk,
CUST-00872,6/29/2022,,Active,56,55-64,Female,South,43,Middle,One Year,Basic,51.19,Electronic Check,No,4,2,2,2204.25,10/11/2025,78,High Risk,
CUST-00873,1/3/2025,,Active,60,55-64,Male,South,12,Middle,Month-to-Month,Basic,60.81,Electronic Check,No,2,2,4,730.63,9/8/2025,79,High Risk,
CUST-00874,11/9/2022,,Active,28,25-34,Male,West,38,Middle,Month-to-Month,Premium,112.18,Electronic Check,No,2,2,4,4269.56,10/4/2025,75,High Risk,
CUST-00875,7/23/2025,,Active,23,18-24,Female,Northeast,6,Low,One Year,Basic,53.46,Bank Transfer,Yes,3,2,4,321.56,12/13/2025,50,Medium Risk,
CUST-00876,4/5/2023,,Active,54,45-54,Female,West,33,Middle,Month-to-Month,Basic,59.49,Credit Card,No,4,1,2,1965.84,9/25/2025,80,High Risk,
CUST-00877,12/30/2022,10/31/2023,Churned,35,35-44,Male,South,11,High,Two Year,Standard,59.74,Credit Card,No,3,2,4,658.04,10/31/2023,42,Churned,Competitor Offer
CUST-00878,1/20/2024,4/30/2024,Churned,73,65+,Female,Midwest,4,Middle,Month-to-Month,Basic,57.85,Bank Transfer,Yes,4,1,3,231.4,4/30/2024,72,Churned,Service Issues
CUST-00879,8/4/2025,10/31/2025,Churned,70,65+,Male,West,3,Low,Month-to-Month,Basic,50.01,Electronic Check,No,3,3,2,150.03,10/31/2025,98,Churned,Billing Issues
CUST-00880,4/20/2023,,Active,33,25-34,Female,South,33,Low,Month-to-Month,Basic,43.02,Electronic Check,No,1,2,4,1421.61,10/27/2025,66,Medium Risk,
CUST-00881,3/15/2025,,Active,54,45-54,Female,West,10,Middle,Month-to-Month,Standard,75.95,Credit Card,Yes,2,1,4,760.64,11/11/2025,51,Medium Risk,
CUST-00882,7/21/2022,,Active,22,18-24,Female,Midwest,42,High,Month-to-Month,Standard,86.33,Mailed Check,No,4,3,4,3631.02,11/5/2025,63,Medium Risk,
CUST-00883,2/29/2024,9/30/2025,Churned,56,55-64,Female,West,20,High,Month-to-Month,Premium,106.37,Electronic Check,No,6,3,2,2129,9/30/2025,98,Churned,Competitor Offer
CUST-00884,9/10/2024,,Active,56,55-64,Male,West,16,Low,One Year,Standard,78.26,Bank Transfer,Yes,5,1,3,1254.5,10/28/2025,42,Medium Risk,
CUST-00885,5/25/2025,,Active,55,55-64,Female,Midwest,8,Low,Month-to-Month,Standard,79.56,Electronic Check,No,3,1,3,637.67,9/26/2025,81,High Risk,
CUST-00886,6/16/2023,,Active,66,65+,Female,Midwest,31,High,One Year,Standard,76.81,Bank Transfer,Yes,3,1,4,2384.56,12/13/2025,32,Low Risk,
CUST-00887,1/19/2023,,Active,43,35-44,Female,South,36,Middle,One Year,Basic,38.86,Mailed Check,Yes,3,2,4,1400.7,11/29/2025,42,Medium Risk,
CUST-00888,6/24/2022,,Active,57,55-64,Female,Midwest,43,High,Month-to-Month,Premium,104.52,Bank Transfer,Yes,0,1,5,4500.64,11/5/2025,42,Medium Risk,
CUST-00889,2/1/2025,11/30/2025,Churned,27,25-34,Female,South,10,Middle,Month-to-Month,Basic,55.62,Mailed Check,No,2,1,4,556.2,11/30/2025,71,Churned,Competitor Offer
CUST-00890,5/5/2022,,Active,70,65+,Female,South,44,Low,One Year,Premium,111.2,Mailed Check,Yes,3,1,5,4899.48,12/1/2025,41,Medium Risk,
CUST-00891,10/13/2022,12/31/2022,Churned,33,25-34,Female,Midwest,3,High,One Year,Basic,37.5,Credit Card,Yes,4,0,4,113.06,12/31/2022,46,Churned,Poor Support Experience
CUST-00892,10/25/2023,4/30/2024,Churned,63,55-64,Female,Midwest,7,Middle,Month-to-Month,Basic,56.4,Electronic Check,Yes,4,1,3,395.65,4/30/2024,78,Churned,Poor Support Experience
CUST-00893,5/15/2023,2/29/2024,Churned,69,65+,Female,Midwest,10,Middle,One Year,Premium,98.22,Electronic Check,No,4,4,3,983.67,2/29/2024,81,Churned,Price Too High
CUST-00894,6/10/2025,12/31/2025,Churned,77,65+,Male,South,7,High,Month-to-Month,Basic,45.35,Bank Transfer,Yes,2,0,4,318.13,12/31/2025,57,Churned,Competitor Offer
CUST-00895,12/9/2024,,Active,18,18-24,Male,Northeast,13,High,Two Year,Basic,39.43,Electronic Check,No,4,5,3,513.77,12/5/2025,68,Medium Risk,
CUST-00896,12/28/2024,,Active,74,65+,Female,South,13,Low,One Year,Basic,39.88,Credit Card,Yes,3,2,3,519.64,10/24/2025,43,Medium Risk,
CUST-00897,7/1/2023,,Active,72,65+,Female,South,30,Middle,One Year,Premium,101.03,Bank Transfer,Yes,2,1,5,3035.46,12/24/2025,34,Low Risk,
CUST-00898,5/19/2022,7/31/2022,Churned,46,45-54,Male,Midwest,3,Middle,Month-to-Month,Standard,66.27,Electronic Check,No,3,5,3,198.81,7/31/2022,93,Churned,Competitor Offer
CUST-00899,7/9/2024,4/30/2025,Churned,71,65+,Male,Midwest,10,High,Two Year,Premium,95.4,Credit Card,Yes,1,2,4,955.43,4/30/2025,34,Churned,Price Too High
CUST-00900,5/7/2024,,Active,29,25-34,Female,West,20,Middle,Month-to-Month,Basic,56.47,Bank Transfer,Yes,4,0,3,1131.1,11/19/2025,60,Medium Risk,
CUST-00901,9/3/2024,,Active,34,25-34,Male,Midwest,16,High,Two Year,Standard,67.07,Mailed Check,No,1,3,5,1075.14,12/31/2025,30,Low Risk,
CUST-00902,9/20/2024,3/31/2025,Churned,36,35-44,Male,Northeast,7,Low,Month-to-Month,Premium,131.37,Bank Transfer,Yes,1,2,5,921.56,3/31/2025,55,Churned,Price Too High
CUST-00903,3/20/2022,,Active,21,18-24,Female,South,46,Middle,Month-to-Month,Basic,39.3,Electronic Check,Yes,1,2,5,1810.16,12/7/2025,56,Medium Risk,
CUST-00904,7/1/2024,,Active,34,25-34,Female,South,18,Middle,Month-to-Month,Premium,124.54,Bank Transfer,No,2,1,4,2245.46,12/7/2025,62,Medium Risk,
CUST-00905,3/29/2024,,Active,65,65+,Non-binary,South,22,High,One Year,Premium,103.08,Bank Transfer,Yes,0,1,4,2270.86,12/29/2025,26,Low Risk,
CUST-00906,5/10/2023,11/30/2025,Churned,62,55-64,Male,West,31,Middle,One Year,Standard,82.02,Mailed Check,No,5,3,3,2545.08,11/30/2025,59,Churned,Poor Support Experience
CUST-00907,4/14/2025,,Active,73,65+,Female,Northeast,9,Low,Month-to-Month,Standard,87.13,Bank Transfer,Yes,2,0,5,785.48,11/24/2025,47,Medium Risk,
CUST-00908,4/2/2024,,Active,38,35-44,Male,South,21,Middle,Two Year,Standard,64.96,Bank Transfer,Yes,0,1,5,1366.1,12/27/2025,15,Low Risk,
CUST-00909,1/17/2025,,Active,37,35-44,Female,Northeast,12,High,Month-to-Month,Basic,53.39,Bank Transfer,No,2,2,3,641.48,10/2/2025,77,High Risk,
CUST-00910,6/15/2025,,Active,64,55-64,Female,South,7,Middle,Month-to-Month,Standard,63.06,Credit Card,Yes,3,1,3,442.37,11/17/2025,58,Medium Risk,
CUST-00911,4/15/2025,12/31/2025,Churned,42,35-44,Male,Northeast,9,High,Month-to-Month,Basic,45.81,Bank Transfer,Yes,4,2,4,412.98,12/31/2025,64,Churned,Service Issues
CUST-00912,3/3/2025,,Active,19,18-24,Female,Northeast,10,Middle,Month-to-Month,Standard,67.23,Credit Card,No,2,1,4,673.31,12/1/2025,62,Medium Risk,
CUST-00913,6/18/2022,,Active,69,65+,Male,Midwest,43,Middle,Two Year,Premium,99.72,Bank Transfer,Yes,1,2,4,4293.96,12/31/2025,29,Low Risk,
CUST-00914,4/28/2023,,Active,34,25-34,Male,South,33,Middle,Month-to-Month,Premium,105.81,Credit Card,Yes,3,0,4,3496.5,11/3/2025,48,Medium Risk,
CUST-00915,9/20/2025,,Active,21,18-24,Male,Northeast,4,Low,Month-to-Month,Basic,40.61,Mailed Check,No,2,1,4,163.05,11/3/2025,67,Medium Risk,
CUST-00916,8/14/2023,,Active,20,18-24,Male,South,29,Low,One Year,Premium,106.26,Bank Transfer,Yes,3,1,3,3086.31,12/5/2025,41,Medium Risk,
CUST-00917,9/23/2023,,Active,48,45-54,Male,West,28,Middle,Month-to-Month,Standard,85.54,Bank Transfer,No,6,2,1,2398.96,11/5/2025,84,High Risk,
CUST-00918,5/26/2025,11/30/2025,Churned,72,65+,Female,South,7,Middle,Month-to-Month,Premium,112.97,Bank Transfer,No,2,3,4,790.79,11/30/2025,77,Churned,Billing Issues
CUST-00919,1/21/2024,,Active,72,65+,Female,Midwest,24,High,One Year,Basic,52.19,Credit Card,Yes,2,0,4,1254.12,12/23/2025,29,Low Risk,
CUST-00920,4/14/2023,,Active,60,55-64,Female,Midwest,33,Low,One Year,Basic,50.66,Credit Card,Yes,3,1,4,1674.06,12/5/2025,37,Low Risk,
CUST-00921,7/23/2024,,Active,52,45-54,Male,Northeast,18,High,Month-to-Month,Standard,64.75,Credit Card,No,3,1,4,1167.44,11/11/2025,53,Medium Risk,
CUST-00922,12/23/2024,,Active,66,65+,Male,Midwest,13,Low,One Year,Basic,54.54,Bank Transfer,Yes,4,0,3,710.66,12/13/2025,45,Medium Risk,
CUST-00923,5/4/2024,,Active,75,65+,Female,Midwest,20,Middle,Month-to-Month,Standard,83.03,Credit Card,No,0,3,5,1663.1,11/15/2025,52,Medium Risk,
CUST-00924,1/16/2022,,Active,39,35-44,Male,Midwest,48,Middle,Month-to-Month,Standard,75.84,Bank Transfer,No,0,1,4,3644.88,10/20/2025,46,Medium Risk,
CUST-00925,8/27/2025,,Active,49,45-54,Female,South,5,Low,One Year,Premium,112.23,Credit Card,Yes,2,0,4,562.83,12/9/2025,36,Low Risk,
CUST-00926,12/16/2022,,Active,69,65+,Female,South,37,Low,Month-to-Month,Basic,54.9,Bank Transfer,Yes,4,1,3,2034.58,10/20/2025,61,Medium Risk,
CUST-00927,2/21/2024,,Active,54,45-54,Male,South,23,Middle,Month-to-Month,Standard,69.75,Electronic Check,Yes,5,2,3,1606.35,12/5/2025,69,Medium Risk,
CUST-00928,3/5/2024,,Active,59,55-64,Female,Northeast,22,Low,Month-to-Month,Basic,39.3,Mailed Check,No,4,3,3,865.78,9/20/2025,76,High Risk,
CUST-00929,11/29/2024,1/31/2025,Churned,58,55-64,Female,South,3,Middle,One Year,Standard,77.14,Credit Card,Yes,3,0,4,232.58,1/31/2025,33,Churned,Competitor Offer
CUST-00930,11/1/2024,,Active,43,35-44,Male,South,14,Low,Two Year,Basic,49.1,Mailed Check,No,2,2,5,688.88,12/27/2025,37,Low Risk,
CUST-00931,12/24/2023,12/31/2025,Churned,30,25-34,Male,West,25,Middle,Month-to-Month,Basic,50.48,Bank Transfer,No,7,2,2,1264.28,12/31/2025,88,Churned,Service Issues
CUST-00932,3/31/2022,,Active,60,55-64,Male,South,46,Middle,Month-to-Month,Premium,95.36,Credit Card,Yes,3,1,4,4392.28,11/11/2025,57,Medium Risk,
CUST-00933,11/7/2022,,Active,69,65+,Male,South,38,Middle,One Year,Standard,72.48,Credit Card,Yes,3,1,4,2758.6,12/30/2025,24,Low Risk,
CUST-00934,2/27/2024,,Active,60,55-64,Female,South,23,Low,One Year,Basic,41.8,Electronic Check,No,3,2,3,962.66,11/14/2025,69,Medium Risk,
CUST-00935,12/23/2022,,Active,54,45-54,Non-binary,West,37,High,One Year,Standard,67.76,Mailed Check,Yes,3,2,4,2511.2,12/26/2025,31,Low Risk,
CUST-00936,4/30/2023,,Active,64,55-64,Male,Midwest,33,Middle,Month-to-Month,Standard,77.92,Credit Card,No,3,2,3,2574.87,11/18/2025,60,Medium Risk,
CUST-00937,6/25/2025,8/31/2025,Churned,70,65+,Male,West,3,High,Month-to-Month,Standard,72.92,Electronic Check,No,1,3,4,218.76,8/31/2025,72,Churned,Billing Issues
CUST-00938,5/11/2022,,Active,34,25-34,Female,Midwest,44,High,Month-to-Month,Standard,85.12,Bank Transfer,Yes,0,0,5,3750.4,12/31/2025,36,Low Risk,
CUST-00939,9/10/2024,3/31/2025,Churned,50,45-54,Female,South,7,Low,One Year,Standard,72.73,Mailed Check,No,3,2,3,510.2,3/31/2025,59,Churned,Competitor Offer
CUST-00940,2/19/2025,,Active,64,55-64,Male,West,11,Middle,Month-to-Month,Standard,90.71,Credit Card,No,0,2,5,999.17,11/25/2025,54,Medium Risk,
CUST-00941,11/14/2023,,Active,63,55-64,Female,South,26,Middle,Month-to-Month,Premium,100.33,Credit Card,Yes,5,2,3,2613.08,10/30/2025,66,Medium Risk,
CUST-00942,10/25/2022,,Active,43,35-44,Female,West,39,Middle,Month-to-Month,Premium,113.44,Bank Transfer,No,3,3,3,4430.96,10/30/2025,76,High Risk,
CUST-00943,5/31/2023,,Active,62,55-64,Female,Northeast,32,Low,One Year,Standard,83.45,Credit Card,Yes,3,2,3,2674.15,11/26/2025,40,Medium Risk,
CUST-00944,1/26/2022,,Active,48,45-54,Male,West,48,Middle,One Year,Basic,42.86,Bank Transfer,Yes,4,1,2,2059.84,11/11/2025,60,Medium Risk,
CUST-00945,5/30/2023,,Active,54,45-54,Female,Northeast,32,Low,One Year,Standard,64.42,Credit Card,Yes,6,0,2,2064.35,12/3/2025,54,Medium Risk,
CUST-00946,8/1/2025,,Active,35,35-44,Female,Midwest,5,High,Two Year,Premium,87.34,Bank Transfer,Yes,2,2,3,438.01,12/30/2025,33,Low Risk,
CUST-00947,9/22/2022,,Active,54,45-54,Female,South,40,Middle,One Year,Standard,62.02,Electronic Check,Yes,0,1,5,2484.52,12/25/2025,31,Low Risk,
CUST-00948,3/22/2023,,Active,46,45-54,Female,South,34,Middle,One Year,Standard,81.28,Credit Card,Yes,2,0,4,2767.18,12/18/2025,20,Low Risk,
CUST-00949,9/3/2025,,Active,32,25-34,Male,Midwest,4,High,Month-to-Month,Standard,89.61,Credit Card,Yes,3,0,5,359.78,11/6/2025,47,Medium Risk,
CUST-00950,6/24/2022,,Active,74,65+,Female,South,43,Middle,One Year,Basic,56.79,Electronic Check,No,4,5,2,2445.37,9/14/2025,88,High Risk,
CUST-00951,8/7/2024,,Active,64,55-64,Female,South,17,Low,Month-to-Month,Premium,104.2,Electronic Check,No,5,3,3,1774.52,10/16/2025,90,High Risk,
CUST-00952,6/27/2024,,Active,31,25-34,Female,Northeast,19,Middle,Month-to-Month,Standard,78.62,Bank Transfer,Yes,1,1,4,1496.14,12/8/2025,38,Low Risk,
